is_test, filename
False, 2019-12-06_08-21-16-front_split0.mp4
False, 2019-12-06_08-20-15-front_split1.mp4
False, 2019-12-06_08-19-14-front_split2.mp4
False, 2019-12-06_08-21-16-front_split2.mp4
False, 2019-12-06_08-15-09-front_split1.mp4
False, 2019-12-06_08-18-13-front_split0.mp4
False, 2019-12-06_08-19-14-front_split1.mp4
False, 2019-12-06_08-19-14-front_split0.mp4
False, 2019-12-06_08-14-09-front_split1.mp4
False, 2019-12-06_08-15-09-front_split2.mp4
False, 2019-12-06_08-22-17-front_split0.mp4
False, 2019-12-06_08-16-11-front_split2.mp4
False, 2019-12-06_08-17-12-front_split1.mp4
False, 2019-12-06_08-21-16-front_split1.mp4
False, 2019-12-06_07-30-15-front_split0.mp4
True, 2019-12-06_07-41-22-front_split1.mp4
True, 2019-12-06_07-44-25-front_split0.mp4
True, 2019-12-06_07-41-22-front_split0.mp4
True, 2019-12-06_07-42-23-front_split1.mp4
True, 2019-12-06_07-43-24-front_split0.mp4
True, 2019-12-06_07-41-22-front_split2.mp4
True, 2019-12-06_07-42-23-front_split2.mp4
True, 2019-12-06_07-43-24-front_split2.mp4
True, 2019-12-06_07-43-24-front_split1.mp4
True, 2019-12-06_07-40-20-front_split0.mp4
True, 2019-12-06_07-40-20-front_split1.mp4
True, 2019-12-06_07-40-20-front_split2.mp4
True, 2019-12-06_07-42-23-front_split0.mp4
True, 2019-12-06_07-44-25-front_split2.mp4
True, 2019-12-06_07-44-25-front_split1.mp4
False, 2019-12-06_10-05-41-front_split2.mp4
False, 2019-12-06_10-09-45-front_split2.mp4
True, 2019-12-06_10-11-47-front_split1.mp4
False, 2019-12-06_10-05-41-front_split1.mp4
True, 2019-12-06_10-10-46-front_split2.mp4
True, 2019-12-06_10-10-46-front_split1.mp4
False, 2019-12-06_10-08-44-front_split0.mp4
True, 2019-12-06_10-10-46-front_split0.mp4
False, 2019-12-06_10-09-45-front_split1.mp4
False, 2019-12-06_10-05-41-front_split0.mp4
False, 2019-12-06_10-07-43-front_split2.mp4
False, 2019-12-06_10-07-43-front_split0.mp4
False, 2019-12-06_10-06-42-front_split0.mp4
False, 2019-12-06_10-09-45-front_split0.mp4
True, 2019-12-06_10-11-47-front_split0.mp4
False, 2019-12-06_10-06-42-front_split1.mp4
False, 2019-12-06_10-07-43-front_split1.mp4
False, 2019-12-06_10-06-42-front_split2.mp4
False, 2019-12-06_10-08-44-front_split1.mp4
False, 2019-12-06_10-08-44-front_split2.mp4
False, 2019-12-06_09-38-26-front_split1.mp4
False, 2019-12-06_09-39-27-front_split1.mp4
False, 2019-12-06_09-36-24-front_split1.mp4
False, 2019-12-06_09-39-27-front_split2.mp4
False, 2019-12-06_09-36-24-front_split0.mp4
False, 2019-12-06_09-35-23-front_split0.mp4
False, 2019-12-06_09-35-23-front_split1.mp4
False, 2019-12-06_09-35-23-front_split2.mp4
False, 2019-12-06_09-37-25-front_split1.mp4
False, 2019-12-06_09-38-26-front_split2.mp4
False, 2019-12-06_09-39-27-front_split0.mp4
False, 2019-12-06_09-37-25-front_split0.mp4
False, 2019-12-06_09-36-24-front_split2.mp4
False, 2019-12-06_09-38-26-front_split0.mp4
False, 2019-12-06_09-37-25-front_split2.mp4
True, 2019-12-06_10-13-22-front_split2.mp4
True, 2019-12-06_10-15-23-front_split0.mp4
True, 2019-12-06_10-14-23-front_split0.mp4
True, 2019-12-06_10-13-22-front_split1.mp4
True, 2019-12-06_10-14-23-front_split2.mp4
True, 2019-12-06_10-12-22-front_split2.mp4
True, 2019-12-06_10-14-23-front_split1.mp4
True, 2019-12-06_10-13-22-front_split0.mp4
True, 2019-12-06_10-12-22-front_split1.mp4
True, 2019-12-06_10-12-22-front_split0.mp4
False, 2019-12-06_09-30-44-front_split1.mp4
False, 2019-12-06_09-33-46-front_split1.mp4
False, 2019-12-06_09-32-46-front_split0.mp4
False, 2019-12-06_09-31-45-front_split2.mp4
False, 2019-12-06_09-34-48-front_split1.mp4
False, 2019-12-06_09-32-46-front_split2.mp4
False, 2019-12-06_09-33-46-front_split0.mp4
False, 2019-12-06_09-31-45-front_split1.mp4
False, 2019-12-06_09-33-46-front_split2.mp4
False, 2019-12-06_09-31-45-front_split0.mp4
False, 2019-12-06_09-32-46-front_split1.mp4
False, 2019-12-06_09-30-44-front_split2.mp4
False, 2019-12-06_09-30-44-front_split0.mp4
False, 2019-12-06_09-34-48-front_split0.mp4
